code,year,ind,Audit_firm,Auditor,Kam_num,Ind_spec,Length_1,Specificity1_1,Specificity2,Similarity,Big4,Big8,Audit_tenure,Audit_spec1,Gender,Auditor_tenure,Auditor_spec1,Partner,Ccp,Degree,Rep,Major,License,Roa,Bm,Quick,Leverage,Recvinv,Otherrec,Size,Growth,Loss,Age,Cfo,Audittype,Audit_spec2,Auditor_spec2,Length_2,Specificity1_2
2401,2017,I65,天职国际,黄晓曲,2,1,6.6920837,3.7376696,0.05210918,0.35453333,0,1,7,0,1,3,1,0,0,1,0,0,1,0.041886,0.529215,1.26841,0.577289,0.26042015,0.01440258,21.376913,0.40188186,0,7,0.07411409,1,0,0,5.9989366,3.0445224
2401,2018,I65,天职国际,黄晓曲,1,1,6.1527327,1.9459101,0.02885408,0.70710714,0,1,8,0,1,4,1,0,0,1,0,0,1,0.041649,0.794889,0.998217,0.589497,0.39111868,0.0157152,21.494368,0.06875317,0,8,0.07736256,1,0,0,6.1527327,1.9459101
2402,2017,C39,大华,杨昊,2,1,7.0833878,4.8202816,0.10402685,0.76310921,0,1,1,1,0,0,1,0,0,1,0,0,1,0.087003,0.271056,1.53398,0.360822,0.42349492,0.00850825,21.466426,0.46985344,0,7,0.08838221,1,1,0,6.3902407,4.1271344
2402,2018,C39,大华,杨昊,2,0,7.364547,4.9628446,0.09056365,0.77667912,0,1,2,1,0,1,1,0,0,1,0,0,1,0.065119,0.684395,1.08123,0.536123,0.37887753,0.00173156,22.009594,0.35002248,0,8,0.08056102,1,1,0,6.6713998,4.2696974
2403,2017,C33,立信,邓红玉,3,1,7.4809922,5.1474945,0.09695603,0.51996296,0,1,8,1,0,8,1,0,0,1,0,0,1,0.037342,1.00041,1.05963,0.48297,0.30438819,0.00251411,22.190048,0.20569185,0,7,0.02471017,1,1,1,6.3823799,4.0488822
2403,2018,C33,立信,邓红玉,3,1,7.4253579,4.9199809,0.08164482,0.52485185,0,1,9,1,0,9,1,0,0,1,0,0,1,0.028562,1.70912,1.02253,0.518268,0.3501804,0.0023836,22.263177,0.06061428,0,8,0.03018817,1,1,1,6.3267456,3.8213686
2404,2018,C18,立信,汤晶,2,1,7.2406497,5.1817836,0.12759857,0.37323636,0,1,9,1,0,0,0,0,0,1,1,0,1,0.050455,0.982167,1.52331,0.399423,0.25136415,0.01512265,21.833622,0.1471376,0,8,0.02787916,1,1,0,6.5475025,4.4886364
2405,2017,I65,信永中和,彭旭,2,0,6.8793558,4.2341065,0.07098765,0.3675,0,1,8,0,1,18,1,0,0,0,0,0,1,0.021668,0.289496,1.56761,0.298499,0.07213478,0.00308704,23.005538,0.3602972,0,7,0.03983237,1,0,1,6.1862086,3.5409593
2405,2018,I65,信永中和,李宏志,3,0,7.6769371,5.8377304,0.15894347,0.24242222,0,1,9,0,0,18,1,0,0,1,0,0,1,0.040956,0.498744,1.94,0.196669,0.05587576,0.0035858,22.94411,-0.01058604,0,8,0.04023282,1,0,0,6.5783249,4.7391182
2406,2017,C36,大华,胡丽娟,1,1,6.1882641,3.4339872,0.06365503,0.75446667,0,1,7,0,1,21,1,0,0,0,0,0,1,0.068725,0.6786,3.95216,0.138731,0.21794551,0.00102003,21.726018,0.48652617,0,7,0.06677476,1,0,1,6.1882641,3.4339872
2406,2018,C36,大华,胡丽娟,1,1,6.0591232,2.6390573,0.03271028,0.74433333,0,1,8,0,1,22,1,0,0,0,0,0,1,0.096738,0.945493,4.0645,0.130575,0.23779593,0.00069369,21.755,0.12938553,0,8,0.0534496,1,0,1,6.0591232,2.6390573
2407,2017,C26,大华,白丽晗,3,0,7.4977617,4.5325995,0.05155211,0.49671429,0,1,7,1,1,2,1,0,1,1,0,0,1,0.042765,0.533029,0.883193,0.54544,0.28118268,0.00145813,22.674312,0.30759652,0,7,0.00397308,1,0,1,6.3991494,3.4339872
2407,2018,C26,大华,白丽晗,1,0,6.5264949,3.8286414,0.06734993,0.7585,0,1,8,1,1,3,1,0,1,1,0,0,1,0.016142,1.05941,0.903966,0.507444,0.27154175,0.00498969,22.822336,0.04735751,0,8,0.05249394,1,0,1,6.5264949,3.8286414
2408,2017,C26,中喜,蒋建友,2,1,6.6982681,4.0775374,0.07274969,0.67783333,0,0,1,0,0,15,1,0,0,1,0,1,1,0.087797,0.428486,1.06342,0.30842,0.11991136,0.00408035,22.989714,2.0552244,0,7,0.03032493,1,0,0,6.0051209,3.3843903
2408,2018,C26,中喜,蒋建友,3,1,7.2056352,4.6151205,0.07498144,0.24,0,0,2,0,0,16,1,0,0,1,0,1,1,0.073363,0.948381,1.07945,0.353277,0.21731772,0.00297637,23.166973,0.25635807,0,8,0.07850648,1,0,0,6.1070229,3.5165082
2410,2017,I65,立信,周军,2,1,6.6770835,3.8918203,0.06171285,0.72079999,0,1,5,1,0,2,1,0,0,1,0,0,1,0.101093,0.222756,3.47425,0.349992,0.02810558,0.00292759,22.309877,0.15283001,0,7,0.12186533,1,1,0,5.9839363,3.1986731
2410,2018,I65,立信,周军,2,1,6.7165948,3.8066625,0.05447942,0.73283916,0,1,6,1,0,3,1,0,0,1,0,0,1,0.077186,0.239117,2.07664,0.414529,0.05365303,0.00296263,22.447059,0.22302925,0,8,0.08075688,1,1,0,6.0234476,3.1135153
2411,2017,C27,瑞华,郭伟,3,1,7.7093083,5.0106353,0.06729475,0.77654121,0,1,3,1,0,17,1,1,0,1,0,0,1,0.04525,0.487179,1.89599,0.532355,0.1349813,0.00162259,23.71444,0.44149926,0,7,0.00178936,1,0,1,6.610696,3.912023
2411,2018,C27,瑞华,郑晓,3,1,7.7240047,4.9344739,0.06145004,0.7527649,0,1,4,1,1,9,1,0,0,0,0,0,1,0.020665,0.638107,0.5558,0.535012,0.17357317,0.00349275,23.749101,0.57354662,0,8,0.01956318,1,0,1,6.6253924,3.8358616
2412,2018,C27,中审众环,张乐,2,1,6.6592939,4.4773368,0.11282051,0.75719444,0,0,4,0,0,8,0,0,0,1,0,1,1,0.08204,0.427554,0.95395,0.241896,0.18433573,0.0007529,21.310141,0.11086612,0,8,0.1247193,1,0,0,5.9661467,3.7841896
2413,2018,C39,信永中和,杨志存,2,1,6.7707894,4.3567088,0.08944954,0.74122482,0,1,1,0,1,8,0,0,0,0,0,1,1,0.032683,0.745013,3.5312,0.122214,0.24168314,0.00297698,22.236815,0.29566037,0,8,0.00552491,1,0,0,6.0776422,3.6635616
2414,2017,C39,信永中和,王波琴,3,0,7.222566,5.0304379,0.11167883,0.50577239,0,1,5,0,1,6,1,0,0,0,0,0,1,0.014166,0.393172,2.09325,0.200234,0.38948857,0.00256622,22.140536,0.25436805,0,7,0.00771614,1,0,0,6.1239537,3.9318256
2414,2018,C39,信永中和,王波琴,1,0,6.4630295,3.988984,0.08424337,0.76782143,0,1,6,0,1,7,1,0,0,0,0,0,1,0.029995,0.327302,2.01478,0.234713,0.33744741,0.00333685,22.205574,0.06608032,0,8,0.06602827,1,0,0,6.4630295,3.988984
2415,2017,C39,德勤华永,张姝姝,2,1,7.1569564,4.9126549,0.10600156,0.75416667,1,0,2,0,1,8,1,0,1,1,1,0,1,0.181837,0.143282,2.30869,0.406563,0.38094193,0.01131802,24.666225,0.31266286,0,7,0.14297116,1,0,1,6.4638092,4.2195077
2415,2018,C39,德勤华永,张姝姝,2,1,7.1959372,4.7449321,0.0862069,0.77766667,1,0,3,0,1,9,1,0,1,1,1,0,1,0.179283,0.267084,1.9386,0.401992,0.35196934,0.00924241,24.874059,0.18927492,0,8,0.14356315,1,0,1,6.50279,4.0517849
2416,2017,F51,瑞华,邓登峰,2,1,7.0501225,4.634729,0.08933218,0.36766667,0,1,4,0,0,9,0,1,1,0,0,0,1,0.031931,1.27618,1.01037,0.555532,0.41939976,0.00920019,23.247474,0.17227527,0,7,-0.12361113,1,0,0,6.3569753,3.9415818
2416,2018,F51,瑞华,廖晓鸿,3,1,7.3993981,5.1298987,0.10336391,0.55055556,0,1,5,0,1,21,0,0,0,1,0,0,1,-0.006821,1.40624,1.43948,0.501418,0.38445098,0.01156499,23.050273,0.00260503,1,8,0.04803725,1,0,0,6.3007858,4.0312864
2417,2018,C39,致同,陈思荣,2,1,6.8824375,4.0073332,0.05641026,0.78966703,0,1,7,0,0,13,1,0,0,1,0,0,1,-0.097352,0.181303,3.13093,0.213964,0.19438627,0.08305748,20.020261,0.73301471,1,8,0.21659602,1,0,0,6.1892903,3.314186
2419,2018,F52,致同,龙娇,2,1,7.0130158,4.2341065,0.06210621,0.3846,0,1,2,1,1,9,0,0,1,1,1,1,1,0.055654,1.23447,0.844614,0.595743,0.06862366,0.02032766,23.511643,0.03245897,0,8,0.13501146,1,1,0,6.3198686,3.5409593
2420,2017,C29,大信,胡鸣,2,0,7.0030655,4.3174881,0.06818182,0.3625,0,1,8,0,0,8,0,0,0,1,0,0,1,-0.116593,1.95234,0.644383,0.710228,0.52986844,0.01075638,22.140531,-0.00983527,1,7,0.005836,1,0,0,6.3099183,3.6243409
2420,2018,C29,大信,史华宾,2,1,7.0094089,4.2626799,0.06413731,0.4015,0,1,9,0,0,0,0,0,0,0,0,1,1,-0.298762,2.07016,0.478532,0.861149,0.50386253,0.0083285,21.727986,-0.14016218,1,8,0.17330887,1,0,0,6.3162618,3.5695327
2422,2017,C27,毕马威华振,温雅文,2,1,7.1600692,4.2046926,0.05205905,0.432,1,0,8,0,1,3,1,0,0,1,0,0,1,0.028979,0.780571,0.766763,0.571874,0.26305983,0.00260872,24.055047,0.33493163,0,7,0.0393924,1,0,1,6.466922,3.5115454
2422,2018,C27,毕马威华振,温雅文,2,1,7.3031701,3.9702919,0.03569024,0.4335,1,0,9,0,1,4,1,0,0,1,0,0,1,0.043169,0.987491,0.930264,0.558456,0.29468742,0.0050259,24.102929,0.42998368,0,8,0.10059326,1,0,1,6.6100229,3.2771447
2424,2017,C27,天健,曾志,2,0,6.9027427,4.9972123,0.14874372,0.75640196,0,1,6,1,0,8,1,0,0,1,0,1,1,0.110319,0.221911,2.13137,0.281063,0.37007068,0.01156311,22.296594,0.1705373,0,7,0.01656432,1,1,1,6.2095956,4.3040651
2424,2018,C27,天健,王长富,2,0,7.2619271,5.1357984,0.11929825,0.73008897,0,1,7,1,0,8,0,0,0,1,0,1,1,0.095672,0.483989,1.54606,0.343281,0.41146081,0.0152814,22.511068,0.21028748,0,8,-0.02634495,1,1,0,6.5687799,4.4426513
2425,2017,I64,瑞华,魏姮,3,2,6.7844571,4.2904594,0.08257919,0.74527706,0,1,5,1,1,5,1,0,0,0,0,1,1,0.054867,0.774076,1.54648,0.196206,0.1153689,0.00415682,22.236541,0.35378002,0,7,0.04390189,1,1,0,5.6858448,3.1918472
2425,2018,I64,瑞华,陆江杰,4,2,7.1123274,4.6443909,0.08475958,0.58682202,0,1,6,1,0,4,0,0,0,0,0,1,1,0.058073,1.00064,1.47082,0.182215,0.11948082,0.01150675,22.289353,0.05794612,0,8,0.02866807,1,1,0,5.7260331,3.2580965
2426,2017,C39,天衡,谢文彬,3,1,7.5600805,5.1929569,0.09375,0.49542222,0,0,7,0,0,1,1,0,0,1,0,1,1,0.025,0.927149,1.09305,0.512936,0.27122477,0.00349281,23.640656,0.1807723,0,7,-0.00993234,1,0,1,6.4614682,4.0943446
2426,2018,C39,天衡,谢文彬,3,1,7.6492163,5.1929569,0.08575512,0.49233333,0,0,8,0,0,2,1,0,0,1,0,1,1,-0.039774,2.31414,0.765467,0.559095,0.36524941,0.0129787,23.639786,0.09280317,1,8,0.01590591,0,0,1,6.550604,4.0943446
2428,2017,C32,信永中和,刘泽芬,2,1,6.8885725,4.8202816,0.12640163,0.361,0,1,8,0,1,10,0,0,0,1,0,0,1,0.003266,0.249823,0.913366,0.221809,0.13322737,0.00567568,21.40099,0.55625911,0,7,0.05423234,1,0,0,6.1954253,4.1271344
2428,2018,C32,信永中和,丁恒花,1,1,6.1070229,3.2958369,0.06013363,0.71533333,0,1,9,0,1,15,1,0,0,1,0,1,1,0.003982,0.585274,0.767342,0.194244,0.17315433,0.00511336,21.371034,0.00164009,0,8,0.0245124,1,0,1,6.1070229,3.2958369
2429,2017,C39,天健,苏晓峰,2,0,6.6821086,4.1743873,0.08145363,0.38271429,0,1,7,1,0,5,1,0,0,1,0,0,1,0.036382,1.0255,1.74984,0.502719,0.27588504,0.00720084,23.533852,0.36795462,0,7,-0.06889877,1,0,1,5.9889614,3.4812401
2429,2018,C39,天健,苏晓峰,2,0,7.1989312,5.1929569,0.13452915,0.39567273,0,1,8,1,0,6,1,0,0,1,0,0,1,0.022307,2.17022,1.55134,0.534801,0.23696266,0.00598889,23.649994,0.25800983,0,8,0.0480682,1,0,1,6.5057841,4.4998097
2430,2018,C35,天健,章智华,2,1,7.0983756,4.8520303,0.10578512,0.8158782,0,1,9,1,0,5,0,0,0,1,0,0,1,0.070037,1.2581,1.43156,0.496552,0.25437703,0.00193412,23.152203,0.22465334,0,8,0.11298035,1,0,0,6.4052285,4.1588831
2431,2017,E48,立信,张之祥,1,1,6.5191473,4.0430513,0.0840708,0.76224176,0,1,7,1,0,10,1,1,0,1,0,1,1,0.020282,1.25508,0.525585,0.631784,0.51447798,0.02001229,23.475451,0.34489811,0,7,0.01442087,1,1,1,6.5191473,4.0430513
2431,2018,E48,立信,张之祥,2,1,7.0791844,4.6539604,0.0884583,0.36720513,0,1,8,1,0,11,1,1,0,1,0,1,1,0.002876,3.32284,0.571111,0.67493,0.51379529,0.07312887,23.593402,0.01438093,0,8,0.01260451,1,1,1,6.3860372,3.9608132
2432,2017,C35,大华,杨七虎,3,1,7.6304613,4.7791235,0.05776699,0.49247619,0,1,7,1,0,10,0,0,0,1,0,1,1,-0.079058,0.520139,1.307,0.347484,0.14669249,0.00530181,21.464303,0.42314848,1,7,-0.04379657,1,0,0,6.531849,3.6805112
2432,2018,C35,大华,郑珊杉,4,1,7.8532164,4.7957905,0.04700855,0.3786379,0,1,8,1,1,0,0,0,0,1,0,0,1,-0.001498,0.857775,2.14801,0.200139,0.17329857,0.048409,21.36944,-0.05692851,1,8,-0.05459235,1,0,0,6.466922,3.4094962
2433,2017,C27,中兴华,张伟,2,1,6.6253924,4.3694479,0.10477454,0.6965,0,0,1,0,0,0,1,0,0,1,0,1,1,0.03609,1.25358,0.683011,0.383593,0.43863934,0.00841542,22.821894,0.05316144,0,7,0.00943659,1,0,0,5.9322452,3.6763007
2434,2017,C36,天健,张文娟,3,1,7.2786289,4.9272537,0.0952381,0.50624412,0,1,8,1,1,7,1,0,1,1,0,0,1,0.071104,0.643094,1.3702,0.323177,0.21617714,0.00826028,22.933282,0.34776363,0,7,0.0260283,1,1,0,6.1800167,3.8286414
2434,2018,C36,天健,尹志彬,2,1,7.1033221,4.5538769,0.078125,0.79824167,0,1,9,1,0,9,1,0,1,1,0,0,1,0.035805,1.10658,0.866727,0.382398,0.18171739,0.01028313,23.010201,-0.13109729,0,8,0.0559311,1,1,0,6.4101749,3.8607297
2435,2017,C27,山东和信,苏存学,2,1,6.7007311,3.7612001,0.05289053,0.36316667,0,0,5,0,0,19,0,0,0,1,0,1,1,0.048499,0.798276,2.05126,0.216252,0.13597522,0.00022899,22.64267,0.41226601,0,7,0.0708629,1,0,0,6.0075839,3.0680529
2436,2017,C39,众华,文爱凤,3,1,7.2882444,4.8978398,0.09159262,0.71720794,0,0,5,0,1,19,1,1,0,0,0,1,1,0.043214,0.506099,1.33266,0.441878,0.28340413,0.00276884,22.212869,0.11672868,0,7,0.09084677,1,0,1,6.1896321,3.7992275
2436,2018,C39,众华,陈芝莲,3,1,7.5719884,5.0998664,0.08440556,0.74484444,0,0,6,0,1,20,1,0,0,0,0,0,0,0.05096,0.703323,1.21537,0.439399,0.27553312,0.00433128,22.27721,0.05796401,0,8,0.07044065,1,0,1,6.4733762,4.0012541
2438,2017,C34,中天运,周文阳,3,1,7.2605226,4.2904594,0.05130007,0.23266667,0,0,2,0,1,1,0,0,1,1,0,1,1,0.021473,0.844741,1.16517,0.407882,0.37247409,0.00635281,21.790017,0.2584231,0,7,0.05240322,1,0,0,6.1619103,3.1918472
2438,2018,C34,中天运,杨磊,3,1,7.252054,4.1588831,0.0453579,0.25638889,0,0,3,0,0,1,0,0,0,1,0,0,1,0.031351,1.18428,0.971117,0.452949,0.38049604,0.00402616,21.916099,0.43908896,0,8,0.04374187,1,0,0,6.1534417,3.0602708
2439,2017,I64,瑞华,邓登峰,2,2,7.2779386,5.420535,0.15607735,0.73983225,0,1,5,1,0,9,1,1,1,0,0,0,1,0.103557,0.204177,2.1459,0.256886,0.32726504,0.01438588,22.176053,0.18219382,0,7,0.10391735,1,1,0,6.5847914,4.7273878
2439,2018,I64,瑞华,詹妙灵,2,2,7.1974354,4.4188406,0.06212575,0.79281071,0,1,6,1,1,1,1,0,1,1,0,0,1,0.114306,0.265796,2.29864,0.260549,0.35314008,0.01779996,22.312546,0.10677103,0,8,0.0632986,1,1,0,6.5042882,3.7256934
2440,2017,C26,立信,强爱斌,2,1,7.0121153,4.4886364,0.08018018,0.7530782,0,1,8,1,0,4,1,0,0,1,0,0,1,0.105046,0.59455,2.48753,0.19436,0.27946838,0.00322267,22.918157,0.39145979,0,7,0.06756964,1,1,1,6.3189681,3.7954892
2440,2018,C26,立信,强爱斌,2,1,7.0343879,4.4188406,0.07312775,0.72744957,0,1,9,1,0,5,1,0,0,1,0,0,1,0.127131,0.972595,2.1429,0.184671,0.26277513,0.00418761,23.032899,0.06721167,0,8,0.1217837,1,1,1,6.3412407,3.7256934
2441,2017,F51,广东正中珠江,姚静,2,0,6.8752321,4.7095302,0.11466942,0.3755,0,0,8,0,1,17,1,0,0,1,0,0,1,0.037223,0.959683,2.33587,0.272564,0.31157331,0.00292065,22.372269,0.11773839,0,7,-0.00650677,1,0,0,6.1820849,4.016383
2441,2018,F51,广东正中珠江,刘火旺,2,0,6.786717,4.5951199,0.11173815,0.3825,0,0,9,0,0,18,0,1,0,1,0,1,1,0.036633,1.46726,2.25251,0.277313,0.34598644,0.00404133,22.396331,0.12547555,0,8,-0.02407942,1,0,0,6.0935698,3.9019727
2442,2018,C26,天职国际,韩同新,2,1,7.1268908,4.2484952,0.0562249,0.76896429,0,1,6,0,0,9,1,0,0,1,0,1,1,0.045557,0.802828,0.777313,0.565398,0.35281797,0.00444498,21.792552,0.14191492,0,8,0.09487841,1,0,1,6.4337436,3.5553481
2443,2017,C33,天健,章碧霞,3,1,7.5115246,5.0172798,0.08255878,0.77012963,0,1,8,1,1,5,1,0,1,1,0,0,1,0.050914,0.694924,1.48216,0.306325,0.35702308,0.0071038,21.903641,0.46443932,0,7,-0.01990527,1,1,0,6.4129124,3.9186675
2443,2018,C33,天健,章碧霞,2,1,7.3981741,4.7791235,0.07287201,0.79900909,0,1,9,1,1,6,1,0,1,1,0,0,1,0.054597,1.35921,1.39618,0.358145,0.3716807,0.00933853,22.046861,0.24456514,0,8,0.00403961,1,1,0,6.7050269,4.0859763
2444,2017,C33,天健,费方华,2,1,6.8437499,3.6109179,0.03944563,0.74693056,0,1,8,1,0,11,0,1,0,1,0,1,1,0.070213,0.532713,3.18202,0.230729,0.22204182,0.00610501,22.792884,0.18796187,0,7,0.05675348,1,1,0,6.1506028,2.9177707
2444,2018,C33,天健,胡福健,2,1,7.215975,4.9416424,0.10286554,0.84682576,0,1,9,1,0,4,0,0,0,1,0,0,1,0.079241,0.910535,2.5884,0.265044,0.22930293,0.00489224,22.951278,0.38640836,0,8,0.08539377,1,1,0,6.5228278,4.2484952
2446,2017,C39,立信,廖文坚,2,1,7.3011478,4.5108595,0.06140351,0.74084272,0,1,4,1,0,19,1,0,1,1,0,1,1,0.026961,0.434322,1.8485,0.25676,0.25848735,0.00634299,21.94686,-0.17139474,0,7,0.03635645,1,1,0,6.6080006,3.8177123
2446,2018,C39,立信,王乐栋,2,1,7.1762545,4.2341065,0.05275229,0.75333978,0,1,5,1,0,22,0,0,0,1,0,1,1,0.022088,0.895325,1.83743,0.476138,0.24990824,0.00650451,22.409161,0.47929161,0,8,-0.00211391,1,1,0,6.4831074,3.5409593
2447,2018,I64,致同,张彦军,2,2,7.4776042,4.8362819,0.07126697,0.80633333,0,1,7,1,0,20,0,0,0,1,0,0,1,-0.320954,0.475027,2.93966,0.192655,0.06466011,0.01317593,21.409593,-0.37610274,1,8,-0.01933427,0,0,0,6.7844571,4.1431347
2448,2017,C36,大华,陈伟,2,0,7.0535857,4.7791235,0.1028522,0.385,0,1,1,0,0,7,0,1,1,1,0,0,1,0.07266,0.700196,2.10597,0.361605,0.16159445,0.00224953,22.064576,0.27981558,0,7,0.06263103,1,0,0,6.3604385,4.0859763
2448,2018,C36,大华,杜武明,2,0,7.1163941,4.6728288,0.08685065,0.3825,0,1,2,0,0,1,0,0,1,1,0,0,1,0.067547,1.26765,1.33497,0.338426,0.19495939,0.00096452,22.144905,0.06145313,0,8,0.02547193,1,0,0,6.423247,3.9796817
2449,2017,C39,北京中证天通,冯维,2,1,6.7511015,4.3040651,0.08654971,0.427,0,0,3,0,0,9,1,0,0,1,0,0,1,0.055285,0.760941,1.00077,0.494003,0.2351233,0.0007696,22.559069,0.43589487,0,7,0.10173557,1,0,1,6.0579543,3.6109179
2449,2018,C39,北京中证天通,冯维,2,1,6.7707894,3.9512437,0.05963303,0.43,0,0,4,0,0,10,1,0,0,1,0,0,1,0.071006,0.951485,1.14878,0.434513,0.22888813,0.00097102,22.53292,0.04440403,0,8,0.09034382,1,0,1,6.0776422,3.2580965
2450,2017,C29,瑞华,邱志强,2,1,6.8243737,4.4886364,0.09673913,0.75297143,0,1,5,0,0,19,1,0,0,0,0,1,1,0.072261,0.436147,2.09227,0.473785,0.1456788,0.00038843,24.257313,0.27687572,0,7,0.10687419,1,0,1,6.1312265,3.7954892
2451,2017,C38,立信,丛存,1,1,6.2859981,3.8286414,0.08566108,0.73385771,0,1,7,1,0,7,1,0,0,0,0,1,1,0.036411,0.130807,0.61066,0.598589,0.23851429,0.02762065,21.212506,-0.06657253,0,7,0.04965194,1,1,0,6.2859981,3.8286414
2451,2018,C38,立信,张丽芳,1,1,6.3578423,3.4657359,0.05545927,0.75250198,0,1,8,1,1,10,0,0,0,0,0,0,1,0.005337,0.298182,0.905113,0.583866,0.16463806,0.00638075,21.189387,0.25144935,0,8,0.04052761,1,1,0,6.3578423,3.4657359
2452,2017,C38,中审华,喻朝辉,3,2,7.5511869,5.3890717,0.11508145,0.51516667,0,0,2,0,1,4,1,0,0,0,0,0,1,0.02165,0.89101,1.14271,0.517493,0.48793901,0.03890852,21.783833,0.09491301,0,7,0.10651108,1,0,0,6.4525746,4.2904594
2452,2018,C38,中审华,喻朝辉,1,0,6.5778614,4.0430513,0.07927677,0.741,0,0,3,0,1,5,1,0,0,0,0,0,1,-0.100698,1.33056,1.12174,0.53271,0.42745218,0.04147574,21.614127,-0.25597838,1,8,-0.02778901,1,0,0,6.5778614,4.0430513
2453,2018,C26,致同,廖蕊,2,1,6.8855097,4.1271344,0.06339468,0.82169444,0,1,7,0,1,7,1,0,1,1,0,1,1,0.01227,0.89241,0.790453,0.623839,0.21654006,0.0196847,21.698254,0.39932309,0,8,0.08087899,1,0,1,6.1923625,3.4339872
2454,2017,C36,大信,丁凤,2,1,6.5944135,4.5538769,0.12995896,0.351,0,1,1,0,1,8,0,0,0,1,0,0,1,0.062034,1.27266,1.39369,0.452687,0.3354076,0.0019168,22.540472,0.28959715,0,7,0.05648313,1,0,0,5.9012663,3.8607297
2456,2017,C39,大华,陈良,2,0,7.16935,4.8675345,0.10007698,0.76715556,0,1,6,1,0,7,1,0,0,1,0,1,1,0.026619,0.551624,0.635308,0.702046,0.49244219,0.00881135,24.152022,0.26338526,0,7,0.01067928,1,1,1,6.4762028,4.1743873
2456,2018,C39,信永中和,侯光兰,2,1,6.6995003,4.3307333,0.09359606,0.74722991,0,1,1,0,0,9,1,0,0,0,0,0,1,-0.013962,1.52271,0.504104,0.770781,0.44422186,0.0050695,24.359881,0.27379391,1,8,0.01697717,1,0,1,6.0063532,3.6375862
2460,2017,C32,立信,包梅庭,2,1,6.769642,4.0073332,0.06314581,0.42558333,0,1,8,0,0,11,1,0,0,1,1,0,1,0.183593,0.150297,1.29795,0.494547,0.17782197,0.0027211,22.802595,0.54123089,0,7,0.06299034,1,0,0,6.0764948,3.314186
2460,2018,C32,立信,包梅庭,2,1,6.8575141,3.871201,0.05047319,0.77508333,0,1,9,0,0,12,1,0,0,1,1,0,1,0.090519,0.465637,1.5683,0.410004,0.21499228,0.02575888,23.327489,0.14154086,0,8,0.05068015,1,0,0,6.1643669,3.1780538
2461,2017,C15,中喜,曹岳龙,2,1,6.9884132,4.5849675,0.0904059,0.359,0,0,6,0,0,8,0,0,0,0,0,0,1,0.017518,0.865671,2.99322,0.293008,0.05773104,0.00038845,23.148465,0.06226784,0,7,0.04376207,1,0,0,6.295266,3.8918203
2461,2018,C15,中喜,平威,2,1,7.1608459,4.6728288,0.08307453,0.371,0,0,7,0,0,2,0,0,0,1,0,1,1,0.031098,1.25203,2.69768,0.322099,0.04218625,0.00563448,23.224132,0.07325144,0,8,0.03526632,1,0,0,6.4676987,3.9796817
2462,2017,F51,立信,李永江,3,0,7.3858511,5.4889377,0.150031,0.49434444,0,1,8,1,0,0,1,0,1,1,0,0,1,0.051001,1.41094,1.27071,0.652654,0.69972339,0.0120043,22.942967,0.29779888,0,7,-0.04063612,1,1,1,6.2872388,4.3903254
2462,2018,F51,立信,李永江,2,0,7.052721,4.6539604,0.09083045,0.37343333,0,1,9,1,0,1,1,0,1,1,0,0,1,0.052589,2.99725,1.2503,0.655983,0.71442352,0.00673625,23.107465,0.26132537,0,8,-0.0268891,1,1,1,6.3595739,3.9608132
2463,2017,C39,普华永道中天,陈睿,1,0,6.6883547,4.4188406,0.10336239,0.853,1,0,3,0,0,7,1,0,0,1,0,0,1,0.033963,0.671537,1.1842,0.417886,0.32937193,0.01167854,22.513742,0.22068516,0,7,0.02577998,1,0,0,6.6883547,4.4188406
2463,2018,C39,普华永道中天,陈睿,2,1,7.3132204,4.7535902,0.07733333,0.3755,1,0,4,0,0,8,1,0,0,1,0,0,1,0.086457,0.535291,1.27056,0.392345,0.39423211,0.04876904,22.610039,0.18806765,0,8,0.1140311,1,0,0,6.6200732,4.060443
2464,2017,I64,中兴华,侯为征,1,1,6.3969297,3.8066625,0.075,0.774,0,0,2,0,0,11,0,1,0,0,0,0,1,0.064095,0.456546,0.451001,0.542457,0.04546743,0.02092797,21.821564,0.36261521,0,7,0.10286021,1,0,0,6.3969297,3.8066625
2465,2017,C39,立信,滕海军,2,1,6.6240652,4.3438054,0.10225764,0.74084272,0,1,7,1,0,6,1,0,0,1,0,0,1,0.028821,0.534825,1.97485,0.275228,0.35856309,0.00868111,23.19429,-0.18614054,0,7,0.01486539,1,1,1,5.930918,3.6506582
2465,2018,C39,立信,滕海军,2,1,6.610696,4.1896547,0.08882907,0.75333978,0,1,8,1,0,7,1,0,0,1,0,0,1,0.03876,0.640345,2.84476,0.232091,0.34798185,0.00718928,23.167564,0.21411397,0,8,0.05458968,1,1,1,5.9175489,3.4965076
2466,2017,C32,信永中和,郝卫东,1,1,6.1463293,3.988984,0.11563169,0.722,0,1,8,0,0,16,1,0,0,0,1,1,1,0.146393,0.29357,2.92049,0.403864,0.0449184,0.00225693,23.604701,0.40093479,0,7,0.17346657,1,0,1,6.1463293,3.988984
2466,2018,C32,信永中和,郝卫东,2,1,7.1623975,4.9272537,0.10697674,0.35766667,0,1,9,0,0,17,1,0,0,0,1,1,1,0.06283,1.33295,0.753885,0.732553,0.02552032,0.00105087,24.52176,0.14156754,0,8,0.08110367,1,0,1,6.4692503,4.2341065
